id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID266365,12.9338108,77.6907658,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL131579,SCOOTER,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-01-16 09:29:46+05:30,,2024-01-16 09:39:38.698135+05:30,FKDEV00518,FKUSR00507,13,HAL Old Airport,True,No Junction,,,FKN00GL131579,SCOOTER,approved,2024-01-17 09:28:21.522000+05:30
FKID296520,12.9973917,77.5485057,"2nd Cross Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL231738,SCOOTER,"[""WRONG PARKING""]",[112],2024-03-14 09:56:46+05:30,,2024-03-14 10:39:31.658577+05:30,FKDEV00531,FKUSR00520,30,Vijayanagara,True,BTP027 - Modi Bridge Junction,,2024-04-01 02:09:44.078388+05:30,FKN00GL231738,SCOOTER,approved,2024-04-06 10:42:38.990000+05:30
FKID288051,12.9689287,77.5362354,"20th Main Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL226030,SCOOTER,"[""NO PARKING""]",[113],2023-12-26 11:21:46+05:30,,2023-12-26 11:38:28.828692+05:30,FKDEV00050,FKUSR00050,30,Vijayanagara,True,"BTP022 - Marenahalli Junction, Vijayanagar",,,FKN00GL226030,SCOOTER,approved,2023-12-27 01:26:11.979000+05:30
FKID001260,12.9740371,77.5449363,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1250,SCOOTER,"[""NO PARKING""]",[113],2023-11-30 06:38:46+05:30,,2023-11-30 06:46:47.746416+05:30,FKDEV00162,FKUSR00162,30,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL1250,SCOOTER,approved,2023-12-01 04:55:43.614000+05:30
FKID287665,12.9989483,77.5410017,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",FKN00GL225767,CAR,"[""WRONG PARKING""]",[112],2023-12-26 08:44:46+05:30,,2023-12-26 08:48:42.308276+05:30,FKDEV00531,FKUSR00520,30,Vijayanagara,True,"BTP206 - Shankara Mutt Circle, Vijayanagar",,,FKN00GL225767,CAR,approved,2023-12-27 05:22:11.476000+05:30
FKID170016,12.9744631,77.5454481,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0417,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-12-09 05:59:46+05:30,,2023-12-09 06:16:52.438413+05:30,FKDEV02583,FKUSR02307,30,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL0417,SCOOTER,approved,2023-12-10 05:10:18.905000+05:30
FKID136971,12.9738463,77.544863,"1st B Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL114135,SCOOTER,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-28 09:07:46+05:30,,2023-11-28 09:19:14.710302+05:30,FKDEV00696,FKUSR00671,30,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL114135,SCOOTER,approved,2023-12-03 09:03:34.982000+05:30
FKID290708,12.9982369,77.5407671,"Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",FKN00GL227841,SCOOTER,"[""WRONG PARKING""]",[112],2024-03-12 06:48:46+05:30,,2024-03-12 06:57:09.377939+05:30,FKDEV00801,FKUSR00770,30,Vijayanagara,True,"BTP206 - Shankara Mutt Circle, Vijayanagar",,2024-03-29 06:29:51.889265+05:30,FKN00GL227841,SCOOTER,approved,2024-04-04 07:18:34.530000+05:30
FKID179709,12.9649068,77.5386036,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL148170,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-12 11:21:46+05:30,,2023-12-12 11:25:06.385020+05:30,FKDEV00165,FKUSR00165,30,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL148170,SCOOTER,approved,2023-12-13 03:38:36.904000+05:30
FKID216563,12.9670198,77.5362246,"Leela Industries, 3/2/7, Sha Shi Marulayya Road, Hampi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",FKN00GL32293,CAR,"[""WRONG PARKING""]",[112],2023-12-31 10:20:46+05:30,,2023-12-31 10:35:31.746101+05:30,FKDEV00370,FKUSR00366,30,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL32293,CAR,approved,2024-01-01 05:58:59.749000+05:30
FKID253067,12.997474,77.5486928,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL201756,SCOOTER,"[""NO PARKING""]",[113],2024-01-19 08:48:46+05:30,,2024-01-19 08:57:30.546438+05:30,FKDEV00178,FKUSR00178,30,Vijayanagara,True,BTP027 - Modi Bridge Junction,,,FKN00GL201756,SCOOTER,approved,2024-01-20 07:05:37.836000+05:30
FKID247429,12.9744129,77.547648,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL197917,SCOOTER,"[""NO PARKING""]",[113],2024-01-15 10:01:46+05:30,,2024-01-15 10:12:26.095116+05:30,FKDEV00178,FKUSR00178,30,Vijayanagara,True,BTP069 - MC Circle,,,FKN00GL197917,SCOOTER,approved,2024-01-16 06:36:04.332000+05:30
FKID190621,12.9974545,77.5473391,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL156407,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-18 09:49:46+05:30,,2023-12-18 09:52:02.445230+05:30,FKDEV00387,FKUSR00384,30,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL156407,SCOOTER,approved,2023-12-19 08:43:52.805000+05:30
FKID252071,12.9773275,77.5456951,"1st Cross Road, Oddarapalya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",FKN00GL201064,MOTOR CYCLE,"[""NO PARKING""]",[113],2024-01-17 03:00:46+05:30,,2024-01-17 03:06:34.116404+05:30,FKDEV00413,FKUSR00409,30,Vijayanagara,True,BTP068 - Veeresh Theatre Junction,,,FKN00GL201064,MOTOR CYCLE,approved,2024-01-19 10:34:52.429000+05:30
FKID193974,12.9884348,77.5483589,"M Thimmaiah Road, Bovi Colony, Shiva Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL159021,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-20 01:52:46+05:30,,2023-12-20 02:33:22.302316+05:30,FKDEV00413,FKUSR00409,30,Vijayanagara,True,BTP018 - Dhobi Ghat Junction,,,FKN00GL159021,SCOOTER,approved,2023-12-20 02:57:10.767000+05:30
FKID142844,12.9649694,77.5387739,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL119007,SCOOTER,"[""WRONG PARKING""]",[112],2023-11-10 05:15:46+05:30,,2023-11-10 05:22:52.858866+05:30,FKDEV00801,FKUSR00770,30,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL119007,SCOOTER,approved,2023-11-16 10:30:28.272000+05:30
FKID164587,12.9745744,77.545261,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL128204,SCOOTER,"[""NO PARKING""]",[113],2023-11-17 09:22:46+05:30,,2023-11-17 09:26:33.447830+05:30,FKDEV00387,FKUSR00384,30,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL128204,SCOOTER,approved,2023-11-19 05:53:36.338000+05:30
FKID184585,12.9974017,77.5463927,"Padmabhushan Dr MC Modi Road, Indiranagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL151796,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-12-14 05:50:46+05:30,,2023-12-14 06:47:30.402023+05:30,FKDEV00006,FKUSR00006,30,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL151796,MOTOR CYCLE,approved,2023-12-15 05:56:44.532000+05:30
FKID158915,12.9655876,77.5369113,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL29573,CAR,"[""WRONG PARKING""]",[112],2023-11-14 02:20:46+05:30,,2023-11-14 02:32:18.466805+05:30,FKDEV00412,FKUSR00408,30,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL29573,CAR,approved,2023-11-16 05:38:15.683000+05:30
FKID145233,12.9736259,77.5457225,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL111260,SCOOTER,"[""NO PARKING""]",[113],2023-12-07 05:13:46+05:30,,2023-12-07 05:17:37.877856+05:30,FKDEV00215,FKUSR00215,30,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL111260,SCOOTER,approved,2023-12-08 04:36:16.133000+05:30
FKID197215,12.9975301,77.5485922,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL44458,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-21 04:58:46+05:30,,2023-12-21 05:33:50.706809+05:30,FKDEV00137,FKUSR00137,30,Vijayanagara,True,BTP027 - Modi Bridge Junction,,,FKN00GL44458,SCOOTER,approved,2023-12-22 05:22:16.986000+05:30
FKID195631,12.9643929,77.540469,"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL160324,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-12-21 02:43:46+05:30,,2023-12-21 02:59:54.411647+05:30,FKDEV00674,FKUSR00652,30,Vijayanagara,True,No Junction,,,FKN00GL160324,MOTOR CYCLE,approved,2023-12-24 10:20:03.459000+05:30
FKID278270,12.9741196,77.5447813,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL219224,MOTOR CYCLE,"[""NO PARKING""]",[113],2023-11-29 08:41:46+05:30,,2023-11-29 08:52:16.926504+05:30,FKDEV00836,FKUSR00806,30,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL219224,MOTOR CYCLE,approved,2023-12-02 06:34:56.758000+05:30
FKID237896,12.9987199,77.5409068,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",FKN00GL7241,SCOOTER,"[""WRONG PARKING""]",[112],2024-01-10 03:54:46+05:30,,2024-01-10 04:07:43.841239+05:30,FKDEV00055,FKUSR00055,30,Vijayanagara,True,"BTP206 - Shankara Mutt Circle, Vijayanagar",,,FKN00GL7241,SCOOTER,approved,2024-01-12 09:21:10.193000+05:30
FKID282134,12.9648407,77.5389157,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL221851,SCOOTER,"[""WRONG PARKING""]",[112],2023-11-25 02:43:46+05:30,,2023-11-25 02:59:48.372261+05:30,FKDEV00674,FKUSR00652,30,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL221851,SCOOTER,approved,2023-11-26 09:55:47.615000+05:30
FKID157359,12.999435,77.5412017,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",FKN00GL130702,PASSENGER AUTO,"[""NO PARKING""]",[113],2023-12-07 09:53:46+05:30,,2023-12-07 10:09:58.319600+05:30,FKDEV00261,FKUSR00260,30,Vijayanagara,True,"BTP206 - Shankara Mutt Circle, Vijayanagar",,,FKN00GL130702,PASSENGER AUTO,approved,2023-12-08 04:46:38.674000+05:30
FKID253012,12.9688691,77.53651,"20th Main Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL201715,MOTOR CYCLE,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-01-20 08:34:46+05:30,,2024-01-20 08:51:13.566683+05:30,FKDEV00674,FKUSR00652,30,Vijayanagara,True,"BTP022 - Marenahalli Junction, Vijayanagar",,,FKN00GL201715,MOTOR CYCLE,approved,2024-01-21 08:02:36.018000+05:30
FKID286087,12.9647175,77.5393342,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL98104,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-24 02:53:46+05:30,,2023-12-24 03:04:16.661499+05:30,FKDEV00094,FKUSR00095,30,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL98104,SCOOTER,approved,2023-12-25 08:19:52.406000+05:30
FKID253062,12.9974961,77.5487268,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL201754,SCOOTER,"[""NO PARKING""]",[113],2024-01-19 08:48:46+05:30,,2024-01-19 08:57:28.660008+05:30,FKDEV00178,FKUSR00178,30,Vijayanagara,True,BTP027 - Modi Bridge Junction,,,FKN00GL201754,SCOOTER,approved,2024-01-20 07:06:59.226000+05:30
FKID200883,12.9974781,77.5485146,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL111310,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-12-21 07:33:46+05:30,,2023-12-21 07:36:39.399732+05:30,FKDEV00055,FKUSR00055,30,Vijayanagara,True,BTP027 - Modi Bridge Junction,,,FKN00GL111310,MOTOR CYCLE,approved,2023-12-24 07:37:19.700000+05:30
FKID184235,12.9689401,77.5362907,"20th Main Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL151540,LGV,"[""NO PARKING""]",[113],2023-12-14 12:02:46+05:30,,2023-12-14 12:05:01.223319+05:30,FKDEV00050,FKUSR00050,30,Vijayanagara,True,"BTP022 - Marenahalli Junction, Vijayanagar",,,FKN00GL151540,LGV,approved,2023-12-16 12:14:14.355000+05:30
FKID151017,12.9483831,77.5800758,"Karumbigal Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL125728,SCOOTER,"[""WRONG PARKING""]",[112],2023-11-14 02:35:46+05:30,,2023-11-14 02:59:00.536372+05:30,FKDEV00641,FKUSR00621,28,City Market,True,BTP184 - Lalbagh West Gate,,,FKN00GL125728,SCOOTER,approved,2023-11-16 04:44:30.890000+05:30
FKID180674,12.9697542,77.575802,"Old Tharagupete Cross Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL148891,SCOOTER,"[""NO PARKING""]",[113],2023-12-12 06:58:46+05:30,,2023-12-12 07:14:27.973761+05:30,FKDEV01092,FKUSR01042,28,City Market,True,No Junction,,,FKN00GL148891,SCOOTER,approved,2023-12-13 07:15:11.726000+05:30
FKID181934,12.9607606,77.5777287,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL149800,CAR,"[""WRONG PARKING""]",[112],2023-12-13 11:55:46+05:30,,2023-12-13 12:31:11.478566+05:30,FKDEV00151,FKUSR00151,28,City Market,True,BTP104 - Medical College Circle,,,FKN00GL149800,MOTOR CYCLE,approved,2023-12-15 07:39:32.991000+05:30
FKID189702,12.9645779,77.576436,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL11270,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-17 06:07:46+05:30,,2023-12-17 06:35:10.347321+05:30,FKDEV00328,FKUSR00327,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL11270,SCOOTER,approved,2023-12-18 05:33:18.894000+05:30
FKID194192,12.9576014,77.5799938,"Mavali Tank Bund Road, Journalist Colony, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL159193,LGV,"[""WRONG PARKING""]",[112],2023-12-20 01:52:46+05:30,,2023-12-20 02:29:13.896494+05:30,FKDEV00561,FKUSR00549,28,City Market,True,BTP167 - JC Road Junction,,,FKN00GL159193,LGV,approved,2023-12-20 03:40:22.247000+05:30
FKID245103,12.9633677,77.5773788,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL196244,CAR,"[""WRONG PARKING""]",[112],2024-01-14 01:00:46+05:30,,2024-01-14 02:06:05.436912+05:30,FKDEV00721,FKUSR00694,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL196244,CAR,approved,2024-01-14 04:45:54.826000+05:30
FKID281620,12.9645811,77.5758795,"BGS Flyover, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL221508,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2024-03-12 01:50:46+05:30,,2024-03-12 02:23:03.497316+05:30,FKDEV00299,FKUSR00298,28,City Market,True,BTP082 - KR Market Junction,,2024-03-28 23:30:04.746735+05:30,FKN00GL221508,PASSENGER AUTO,approved,2024-04-04 02:40:42.769000+05:30
FKID264325,12.9644289,77.5776733,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL209641,SCOOTER,"[""WRONG PARKING""]",[112],2024-01-20 08:30:46+05:30,,2024-01-20 09:17:53.041922+05:30,FKDEV01057,FKUSR01010,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL209641,SCOOTER,approved,2024-01-21 06:18:57.225000+05:30
FKID147516,12.9701543,77.5758089,"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL122882,LGV,"[""WRONG PARKING""]",[112],2023-11-11 06:45:46+05:30,,2023-11-11 11:39:52.676013+05:30,FKDEV00009,FKUSR00009,28,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL122882,LGV,approved,2023-11-15 03:56:46.894000+05:30
FKID165213,12.96993,77.5757117,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL136674,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-11-20 00:35:46+05:30,,2023-11-20 00:42:34.482338+05:30,FKDEV00561,FKUSR00549,28,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL136674,MOTOR CYCLE,approved,2023-11-20 01:00:47.418000+05:30
FKID158542,12.9644218,77.5781819,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL131632,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-08 10:50:46+05:30,,2023-12-08 11:08:20.082707+05:30,FKDEV00328,FKUSR00327,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL131632,SCOOTER,approved,2023-12-10 07:33:38.461000+05:30
FKID180396,12.9647967,77.5759576,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL148695,MOTOR CYCLE,"[""NO PARKING""]",[113],2023-12-13 08:04:46+05:30,,2023-12-13 08:13:37.116774+05:30,FKDEV00187,FKUSR00187,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL148695,MOTOR CYCLE,approved,2023-12-16 09:52:41.139000+05:30
FKID192124,12.9641831,77.5768151,"BGS Flyover, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL157571,CAR,"[""WRONG PARKING""]",[112],2023-12-17 23:04:46+05:30,,2023-12-17 23:43:12.083533+05:30,FKDEV00151,FKUSR00151,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL157571,CAR,approved,2023-12-18 00:53:53.052000+05:30
FKID148394,12.9709134,77.576297,"AS Char Main Road, Telagupet, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL123569,LGV,"[""WRONG PARKING""]",[112],2023-11-12 09:29:46+05:30,,2023-11-12 09:33:18.029604+05:30,FKDEV00009,FKUSR00009,28,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL123569,CAR,approved,2023-11-19 06:23:23.498000+05:30
FKID176532,12.9726188,77.5771438,"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL71037,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2023-12-12 09:17:46+05:30,,2023-12-12 11:53:07.836115+05:30,FKDEV00392,FKUSR00388,28,City Market,True,BTP044 - Sagar Theatre Junction,,,FKN00GL71037,PASSENGER AUTO,approved,2023-12-13 03:16:11.327000+05:30
FKID243591,12.9651728,77.5750526,"Sethu Rao Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL15660,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2024-01-15 01:28:46+05:30,,2024-01-15 01:58:18.413563+05:30,FKDEV00443,FKUSR00437,28,City Market,True,"BTP083 - AS Char Street, Mysore Road",,,FKN00GL15660,PASSENGER AUTO,approved,2024-01-15 02:01:43.034000+05:30
FKID135238,12.9594273,77.5760016,"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL112734,SCOOTER,"[""NO PARKING"",""WRONG PARKING""]","[113,112]",2023-11-16 06:15:46+05:30,,2023-11-16 06:23:26.513888+05:30,FKDEV00221,FKUSR00221,28,City Market,True,BTP104 - Medical College Circle,,,FKN00GL112734,SCOOTER,approved,2023-11-17 06:13:19.396000+05:30
FKID290665,12.9633535,77.5815484,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL227812,SCOOTER,"[""WRONG PARKING""]",[112],2024-03-12 06:18:46+05:30,,2024-03-12 06:23:44.340421+05:30,FKDEV00773,FKUSR00743,28,City Market,True,"BTP080 - NR Road, SP Road Junction",,2024-03-29 06:05:19.993184+05:30,FKN00GL227812,SCOOTER,approved,2024-04-05 03:45:36.452000+05:30
FKID159046,12.9703156,77.5749709,"Uttaradi Mutt Lane, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL132031,GOODS AUTO,"[""WRONG PARKING""]",[112],2023-12-08 11:12:46+05:30,,2023-12-08 11:14:50.525210+05:30,FKDEV00009,FKUSR00009,28,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL132031,GOODS AUTO,approved,2023-12-12 13:26:23.493000+05:30
FKID182255,12.9633317,77.5764886,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL27962,CAR,"[""WRONG PARKING""]",[112],2023-11-23 22:05:46+05:30,,2023-11-23 22:07:41.158072+05:30,FKDEV00319,FKUSR00318,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL27962,CAR,approved,2023-11-24 00:47:58.171000+05:30
FKID156665,12.9596503,77.5766618,"Sri Jalakanteshwara Swami Temple Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL130205,PRIVATE BUS,"[""WRONG PARKING"",""NO PARKING"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD""]","[112,113,109,107]",2023-11-16 04:38:46+05:30,,2023-11-16 04:39:42.018224+05:30,FKDEV00221,FKUSR00221,28,City Market,True,BTP104 - Medical College Circle,,,FKN00GL130205,PRIVATE BUS,approved,2023-11-17 07:58:35.425000+05:30
FKID151053,12.964314,77.5771541,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL125760,SCOOTER,"[""NO PARKING""]",[113],2023-11-13 11:13:46+05:30,,2023-11-13 11:28:53.242185+05:30,FKDEV01057,FKUSR01010,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL125760,SCOOTER,approved,2023-11-16 11:00:52.782000+05:30
FKID271629,12.9638179,77.5772432,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL166516,PASSENGER AUTO,"[""NO PARKING""]",[113],2024-01-27 06:45:46+05:30,,2024-01-27 06:50:27.341201+05:30,FKDEV01092,FKUSR01042,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL166516,PASSENGER AUTO,approved,2024-01-30 06:19:21.106000+05:30
FKID233421,12.9673683,77.5785933,"CR Temple Street, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL188016,LGV,"[""WRONG PARKING""]",[112],2024-01-07 02:28:46+05:30,,2024-01-07 02:31:06.461868+05:30,FKDEV00153,FKUSR00153,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL188017,LGV,approved,2024-01-07 02:56:04.513000+05:30
FKID194227,12.9575952,77.5799447,"Mavali Tank Bund Road, Journalist Colony, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL159220,CAR,"[""WRONG PARKING""]",[112],2023-12-20 01:52:46+05:30,,2023-12-20 02:28:00.863280+05:30,FKDEV00561,FKUSR00549,28,City Market,True,BTP167 - JC Road Junction,,,FKN00GL159220,CAR,approved,2023-12-20 03:58:05.267000+05:30
FKID114288,12.9635267,77.5773251,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL95944,PASSENGER AUTO,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2024-01-17 05:41:46+05:30,,2024-01-22 07:51:18.304475+05:30,FKDEV00397,FKUSR00393,28,City Market,True,BTP082 - KR Market Junction,,2024-04-13 04:11:35.073978+05:30,FKN00GL95944,PASSENGER AUTO,approved,2024-04-13 03:56:37.956000+05:30
FKID268363,12.9645006,77.5777779,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL191426,GOODS AUTO,"[""NO PARKING""]",[113],2024-01-25 09:55:46+05:30,,2024-01-26 00:41:13.742306+05:30,FKDEV00246,FKUSR00245,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL191426,GOODS AUTO,approved,2024-01-27 05:02:50.817000+05:30
FKID176318,12.9592794,77.5764387,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL145569,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2023-12-08 08:41:46+05:30,,2023-12-08 09:08:52.638033+05:30,FKDEV00299,FKUSR00298,28,City Market,True,BTP104 - Medical College Circle,,,FKN00GL145569,PASSENGER AUTO,approved,2023-12-10 06:58:46.845000+05:30
